"dataset_id","variable_id","type","refreshes"
"dia_clean.civil_unions","partnr1_snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","partnr1_snz_dia_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_birth_month_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_birth_year_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_occupation_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_birth_place_text","varchar","20200120,20200720,20201020,20210420"
"dia_clean.civil_unions","dia_civ_partnr1_snz_idi_address_register_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_region_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_ta_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_meshblock_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_meshblock_imputed_ind","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_rel_status_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_prev_disolv_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr1_prev_disolv_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p1parent1_rel_text","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p1parent1_snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p1parent1_snz_dia_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p1parent1_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p1parent2_snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p1parent2_snz_dia_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p1parent2_rel_text","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p1parent2_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","partnr2_snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","partnr2_snz_dia_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_birth_month_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_birth_year_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_occupation_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_birth_place_text","varchar","20200120,20200720,20201020,20210420"
"dia_clean.civil_unions","dia_civ_partnr2_snz_idi_address_register_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_region_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_ta_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_meshblock_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_meshblock_imputed_ind","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_rel_status_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_prev_disolv_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_partnr2_prev_disolv_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p2parent1_snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p2parent1_snz_dia_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p2parent1_rel_text","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p2parent1_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p2parent2_snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","p2parent2_snz_dia_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p2parent2_rel_text","char","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_p2parent2_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_civil_union_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_dissolution_type_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_disolv_order_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_marriage_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_marriage_country_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","snz_dia_marriage_reg_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","snz_dia_civil_union_reg_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"dia_clean.civil_unions","dia_civ_civil_union_reg_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_ir3","snz_uid","int","20200120,20200720"
"sla_clean.ird_ir3","snz_ird_uid","int","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_return_year_nbr","smallint","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_snz_unique_nbr","bigint","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_return_version_nbr","smallint","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_sic_code","varchar","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_gross_nz_super_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_gross_salary_wages_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_withholding_payment_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_gross_int_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_gross_dividend_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_estate_trust_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_overseas_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_pship_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_sholder_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_rent_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_selfemp_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_other_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_tot_expenses_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_taxable_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_tax_on_taxable_income_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_tot_rebate_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_family_assist_entmnt_amt","decimal","20200120,20200720"
"sla_clean.ird_ir3","ir_ir3_student_loan_liable_income_amt","decimal","20200120,20200720"
"hes_clean.hes_person","hes_per_hes_year_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","snz_hes_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","snz_hes_hhld_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","snz_hes_strat_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","snz_hes_psu_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_sex_snz_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_age_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_month_of_birth_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_years_in_nz_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_country_of_birth_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_highest_qual_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_highest_qual_desc_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_study_time_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_curr_edinstitute_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_employ_status_ft_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_employ_status_short_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_labfor_status_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_labfor_status_short_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_industry_main_job_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_occupation_main_job_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_asarea_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_family_no_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_reference_person_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_rel_to_ref_person_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_role_in_family_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_family_relationship_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_in_parent_role_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_in_child_role_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_with_partner_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_dependency_status_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_hrs_worked_per_week_nbr","float","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_weight_nbr","float","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_total_reg_inc_amt","float","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_total_regirreg_inc_amt","float","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_elsi_ref_person_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_age_is_imputed_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_income_is_imputed_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_diary_is_imputed_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_ethnic_grp1_snz_ind","bit","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_ethnic_grp2_snz_ind","bit","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_ethnic_grp3_snz_ind","bit","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_ethnic_grp4_snz_ind","bit","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_ethnic_grp5_snz_ind","bit","20200120,20200720,20201020,20210420,20210720,20211020"
"hes_clean.hes_person","hes_per_ethnic_grp6_snz_ind","bit","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","snz_hlfs_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","snz_hlfs_related_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","snz_hlfs_hhld_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","hlfs_rel_quarter_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","hlfs_rel_person_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","hlfs_rel_secondary_person_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","hlfs_rel_relationship_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.relationship","hlfs_rel_relationship_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.health_prov_type","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.health_prov_type","snz_sofie_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.health_prov_type","sofie_hpt_wave_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.health_prov_type","sofie_hpt_health_prov_type_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.health_prov_type","sofie_wave_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"msd_clean.msd_int_description","snz_msd_int_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"msd_clean.msd_int_description","msd_int_var_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"msd_clean.msd_int_description","msd_int_label_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"msd_clean.msd_int_description","msd_int_type_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"msd_clean.msd_int_description","msd_int_char_text","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"msd_clean.msd_int_description","msd_int_num_nbr","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","snz_dol_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_survey_year","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_method_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_age_group_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_child_less18_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_partner_spouse_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_visa_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_reside_nz_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_reside_other_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_region_live_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_01_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_02_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_03_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_04_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_05_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_06_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_07_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_08_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_09_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_10_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_96_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_98_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_99_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empnz_verbal2_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_employer_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_sought_work_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_01_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_02_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_03_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_04_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_05_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_06_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_07_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_08_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_09_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_10_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_11_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_12_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_13_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_14_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_15_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_16_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_96_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_98_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_99_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_verbal2_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_diff_get_work_verbal3_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_answer_occupation_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_occupation_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_occupation_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_occupation_anzco_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_sat_job_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_01_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_02_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_03_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_04_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_05_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_06_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_07_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_08_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_09_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_10_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_11_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_12_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_96_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_97_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_98_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_99_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_dissatisfied_verbal2_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empcontract_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_empcontract_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_pay_frequency_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_pay_frequency_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_earnings_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_earnings_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_earnings_confirm_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_hours_work_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_hours_work_nbr","float","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_01_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_02_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_03_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_04_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_05_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_06_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_07_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_08_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_09_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_10_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_11_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_12_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_13_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_14_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_15_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_16_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_17_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_96_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_98_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_99_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_verbal1_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_industry_verbal2_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_01_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_02_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_03_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_04_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_05_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_06_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_07_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"ms_clean.migrant_survey","ms_mig_info_source_08_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
