"dataset_id","variable_id","type","refreshes"
"hlfs_clean.nzis_pre2016","nzis_is_q43mntnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q44_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q45nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_rate4_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_rate4nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_rate5_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_rate5nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_rate6_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_rate6nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours25_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours25n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours26_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours26n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours27_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours27n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours28_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours28n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours29_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours29n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours30_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours30n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours31_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours31n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours32_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours32n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours33_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours33n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours34_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours34n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours35_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours35n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours36_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours36n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours37_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours37n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours38_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours38n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours39_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours39n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours40_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours40n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours41_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours41n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours42_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours42n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours43_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours43n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours44_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours44n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours45_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours45n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours46_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours46n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours47_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours47n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours48_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_hours48n_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a1_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a1nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a2_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a2nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a3_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q46a3nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q47_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q47hours_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q47hrsnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q48_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q49_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q49nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q50_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51hours_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51hrnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51weeks_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51weknr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51month_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q51mntnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q52_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q52other_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q52othnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q53_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q53nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q54_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q54nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q58_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q59_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q59nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q60_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q60nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q61_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q62_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q63_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q63nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q64_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65hours_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65hrsnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65weeks_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65weknr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65month_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q65mntnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q66_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q67_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q67whyno_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q68_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q69_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q69nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q70_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q70nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q71_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q72_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q73_amt","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q73nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q74_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75nr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75hours_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75hrnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75weeks_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75weknr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75month_nbr","numeric","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q75mntnr_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_q76_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_fulltime_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_industry_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"hlfs_clean.nzis_pre2016","nzis_is_occupation_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","snz_dol_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_person_ref_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_inc_adequacy_sc_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_inc_adequacy_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_savings_has_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_savings_use_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_savings_use_main_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_money_remitted_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.economic","lisnz_money_remitted_value_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_snz_unique_nbr","bigint","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","snz_ird_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_return_period_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_list_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_eligible_period_end_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_daily_fstc_rate_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_daily_ftc_rate_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_daily_ctc_rate_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_daily_ptc_rate_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_change_reason_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_applied_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_ceased_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_timestamp_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_daily_iwp_rate_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"wff_clean.fam_daily_rate","wff_fdr_daily_bstc_rate_amt","decimal","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.migr_lab_mk_posRAD","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.migr_lab_mk_posRAD","snz_dol_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.migr_lab_mk_posRAD","lisnz_person_ref_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.migr_lab_mk_posRAD","lisnz_jobs_count_postRAD_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.hq_relationship","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.hq_relationship","snz_sofie_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.hq_relationship","sofie_hqr_wave_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.hq_relationship","related_snz_sofie_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.hq_relationship","sofie_hqr_relationship_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.hq_relationship","sofie_wave_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_post_code","snz_uid","int","20200120,20200720"
"sla_clean.ird_post_code","snz_ird_uid","int","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_snz_unique_nbr","bigint","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_applied_date","date","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_address_type_code","char","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_end_date","date","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_post_code","varchar","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_address_status_code","char","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_region_code","char","20200120,20200720"
"sla_clean.ird_post_code","ir_apc_ta_code","char","20200120,20200720"
"lisnz_clean.education","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","snz_dol_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_person_ref_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_educ_info_sought_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_educ_info_sat_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_educ_correct_info_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_educ_info_srce_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_info_sought_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_info_sat_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_correct_info_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_info_srce_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_educ_yrs_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_educ_yrs_nr_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_gained_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_highest_qual_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_highest_qual_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_highest_qual_nr_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_entry_pts_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_quals_post_rad_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_high_sch_qual_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_high_sch_qual_dt_date","datetime","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_high_sch_qual_dt_nr_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_high_sch_qual_ctry_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_sch_attend_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_left_sch_dt_date","datetime","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_left_sch_dt_nr_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_nzqa_assess_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_occ_reg_tried_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_occ_reg_reqd_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_occ_reg_not_seek_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_study_excl_eng_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_student_loan_rcvd_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_study_formal_qual_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_study_for_job_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_total_wks_study_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_total_wks_study_nr_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_new_post_sch_qual_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_still_at_sch_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_curr_study_for_job_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_curr_study_total_wks_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.education","lisnz_curr_stdy_tot_wks_nr_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"security.nsn_cross_reference","from_snz_moe_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"security.nsn_cross_reference","to_snz_moe_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"data.person_relationship","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"data.person_relationship","snz_associated_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"data.person_relationship","prl_relationship_type_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"data.person_relationship","prl_applied_date","datetime","20200120,20200720,20201020,20210420,20210720,20211020"
"data.person_relationship","prl_ceased_date","datetime","20200120,20200720,20201020,20210420,20210720,20211020"
"data.person_relationship","prl_source_code","varchar","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","snz_dol_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_person_ref_nbr","int","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_occurrence_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_new_member_reln_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_parents_live_with_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_act_as_parent_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_childs_spouse_live_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_childs_works_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"lisnz_clean.non_applicant","lisnz_works_more_30hrs_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"moe_clean.student_ue","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"moe_clean.student_ue","snz_moe_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"moe_clean.student_ue","moe_sue_snz_unique_nbr","bigint","20200120,20200720,20201020,20210420,20210720,20211020"
"moe_clean.student_ue","moe_sue_attained_year_nbr","smallint","20200120,20200720,20201020,20210420,20210720,20211020"
"moe_clean.student_ue","moe_sue_ue_type_code","char","20200120,20200720,20201020,20210420,20210720,20211020"
"moe_clean.student_ue","moe_sue_extrtn_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_special_deduct_rate","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_special_deduct_rate","snz_ird_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_special_deduct_rate","ir_sdr_snz_unique_nbr","bigint","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_special_deduct_rate","ir_sdr_start_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"sla_clean.ird_special_deduct_rate","ir_sdr_end_date","date","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.ass_liab","snz_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.ass_liab","snz_sofie_uid","int","20200120,20200720,20201020,20210420,20210720,20211020"
"sofie_clean.ass_liab","sofie_alb_wave_nbr","tinyint","20200120,20200720,20201020,20210420,20210720,20211020"
